text,label,category,language,source_dataset
"Good news! You have been offered a part time online job with flexible hours, salary Rs 18,000, just pay Rs 350 for the starter kit and get started immediately.",SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
"BREAKING: You have won 25 lakh rupees in the mega jackpot draw, contact us immediately to claim your winnings.",SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
"The doctor's appointment is confirmed for Thursday 11am, please don't forget.",SAFE,SAFE,English,Scam/Spam India Dataset
"Your Google account password was changed. If this wasn't you, share the verification code sent to your phone to recover access.",SCAM,OTP_FRAUD,English,Scam/Spam India Dataset
Your ICICI account KYC is incomplete. Update Aadhaar and PAN within 24 hours to avoid account freeze.,SCAM,KYC_FRAUD,English,Scam/Spam India Dataset
"IMPORTANT: As per RBI guidelines your account KYC is incomplete, update Aadhaar details within 2 hours to avoid suspension.",SCAM,KYC_FRAUD,English,Scam/Spam India Dataset
"Happy birthday! Hope you have a wonderful day, let's catch up this weekend.",SAFE,SAFE,English,Scam/Spam India Dataset
"Congratulations! You have won a lottery of 75 thousand rupees, click here to claim your prize now.",SCAM,LOTTERY_SCAM,English,Scam/Spam India Dataset
Your interview for the Data Analyst position is confirmed. Kindly pay Rs 600 registration fee to receive the meeting link and interview details.,SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
"Your OTP to link Aadhaar with Punjab National Bank account is 563225. Do not share, but confirm by replying YES if this was not you.",SCAM,OTP_FRAUD,Hinglish,Scam/Spam India Dataset
Dear candidate your resume has been shortlisted for a government job. Pay Rs 1500 processing fee to confirm your interview slot.,SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
"The new season of that show just released, have you started watching it?",SAFE,SAFE,English,Scam/Spam India Dataset
"Congratulations, you have been shortlisted for the final round of interview with TCS. Pay Rs 500 refundable security deposit to confirm your slot.",SCAM,LOTTERY_SCAM,English,Scam/Spam India Dataset
"Dear Winner, your mobile number has won 10 Lakh rupees in Airtel Anniversary Lottery. Send your bank details to claim.",SCAM,LOTTERY_SCAM,English,Scam/Spam India Dataset
"Mummy called, she said dinner is ready, come home soon.",SAFE,SAFE,English,Scam/Spam India Dataset
"I'm cooking biryani tonight, come over if you're free.",SAFE,SAFE,English,Scam/Spam India Dataset
"Your OTP to link Aadhaar with Bank of Baroda account is 566346. Do not share, but confirm by replying YES if this was not you.",SCAM,OTP_FRAUD,Hinglish,Scam/Spam India Dataset
"The train got delayed by 40 minutes, I'll message when I board.",SAFE,SAFE,English,Scam/Spam India Dataset
"Rs 35,00,000 has been debited from your Kotak Mahindra account for an online purchase. If not done by you, share OTP to block it.",SCAM,OTP_FRAUD,English,Scam/Spam India Dataset
"Your Aadhaar linked HDFC account shows suspicious activity, verify your identity immediately via this link.",SCAM,KYC_FRAUD,English,Scam/Spam India Dataset
"Congratulations Priya, you are selected for a work from home job with Wipro, salary Rs 75,000, pay Rs 500 registration fee.",SCAM,LOTTERY_SCAM,English,Scam/Spam India Dataset
Your Punjab National Bank account KYC is incomplete. Update Aadhaar and PAN within 24 hours to avoid account freeze.,SCAM,KYC_FRAUD,English,Scam/Spam India Dataset
"You have won Rs 1,00,000 cash prize in the HDFC Customer Reward Scheme. Share your account number to receive the amount.",SCAM,LOTTERY_SCAM,English,Scam/Spam India Dataset
"Congratulations Amit, you are selected for a work from home job with HCL, salary Rs 20,00,000, pay Rs 500 registration fee.",SCAM,LOTTERY_SCAM,English,Scam/Spam India Dataset
We are happy to confirm your selection for the Telecaller job at our BPO. Please pay Rs 450 for the ID card and uniform kit to start next week.,SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
e-KYC pending: Your Jio SIM will stop working from tomorrow unless Aadhaar verification is completed online.,SCAM,KYC_FRAUD,English,Scam/Spam India Dataset
Please water the plants while I'm out of town this week.,SAFE,SAFE,English,Scam/Spam India Dataset
"Dear winner, your number has won Rs 8,50,000 in the GPay New Year Lucky Draw. Contact support to claim your prize now.",SCAM,UPI_FRAUD,English,Scam/Spam India Dataset
"Rs 8,50,000 has been debited from your SBI account for an online purchase. If not done by you, share OTP to block it.",SCAM,OTP_FRAUD,English,Scam/Spam India Dataset
"Dear customer, your PAN-Aadhaar linking failed. Complete verification now or your account will be frozen.",SCAM,KYC_FRAUD,English,Scam/Spam India Dataset
"BHIM UPI wallet KYC pending, complete verification now or your wallet balance will be locked from tomorrow.",SCAM,UPI_FRAUD,English,Scam/Spam India Dataset
"Your name has been selected to win 5 lakh rupees in this month's grand lucky draw, claim now before deadline.",SCAM,LOTTERY_SCAM,English,Scam/Spam India Dataset
"Rs 75,000 has been debited from your Axis Bank account for an online purchase. If not done by you, share OTP to block it.",SCAM,OTP_FRAUD,English,Scam/Spam India Dataset
"Congratulations! Aapko ₹10,00,000 ka lottery mila hai. Claim karne ke liye is number par call karein: 8899XXXXXX.",SCAM,LOTTERY_SCAM,Hinglish,Hinglish Scam Text Dataset
"Aunty ne birthday ke liye gift bheja hai, kal delivery aayegi.",SAFE,SAFE,Hinglish,Hinglish Scam Text Dataset
"Lucky draw winner! Your mobile number won ₹2 crore in Bharti Airtel sponsored draw. Send ₹1,500 processing fee to claim.",SCAM,LOTTERY_SCAM,English,Hinglish Scam Text Dataset
We suspect fraudulent activity on your bank card. Please call 1-800-XXX-XXXX immediately to confirm your recent transactions.,SCAM,BANK_FRAUD,English,Hinglish Scam Text Dataset
Team lunch on Friday at the usual place. Please RSVP by Wednesday.,SAFE,SAFE,Hinglish,Hinglish Scam Text Dataset
I have attached the quarterly report to this email. Let me know your thoughts.,SAFE,SAFE,Hinglish,Hinglish Scam Text Dataset
Your order from Flipkart has been delivered today. Track ID: FD31289045.,SAFE,SAFE,English,Hinglish Scam Text Dataset
Your Amazon account has been charged $499 for a Prime renewal you did not authorize. Cancel here to get a refund.,SCAM,REFUND_SCAM,English,Hinglish Scam Text Dataset
"OTP: 482913 is your SBI OTP. Never share with anyone. If you did not request this, your account may be compromised - reply YES to block.",SCAM,OTP_FRAUD,English,Hinglish Scam Text Dataset
Warning: Your Google account password was found in a data leak. Secure it now by entering your password at accounts-google-verify.com.,SCAM,OTHER_SCAM,English,Hinglish Scam Text Dataset
Your parcel has been shipped and will arrive in 3 days. Track it with order ID OD204871.,SAFE,SAFE,English,Hinglish Scam Text Dataset
International call bhejna hai aapko? Sasta recharge offer. SBI bank details verify karne ke liye bhi click karo link par.,SCAM,BANK_FRAUD,Hinglish,Hinglish Scam Text Dataset
"RBI ke taraf se aapke bank account me ₹1,00,000 credited hai. Scheme claim karne ke liye is form ko bhariye: rbi-scheme.in",SCAM,BANK_FRAUD,Hinglish,Hinglish Scam Text Dataset
"Main office ja raha hoon, ghar par khana kha lena. Raat ko call karna.",SAFE,SAFE,Hinglish,Hinglish Scam Text Dataset
"Job alert: Work from home, earn ₹50,000 per month. No experience needed. Registration fee ₹500 only - pay on this UPI ID: payme@upi.",SCAM,UPI_FRAUD,English,Hinglish Scam Text Dataset
"Amazon se ₹9,999 cashback pending hai! Claim karne ke liye this link par click karein: cashback-amazon.in",SCAM,REFUND_SCAM,Hinglish,Hinglish Scam Text Dataset
Your order #28391 has shipped and will arrive by Friday. Track your package anytime.,SAFE,SAFE,English,Hinglish Scam Text Dataset
"Dear customer, your SBI account will be blocked today. Update your KYC immediately on sbi-update01.com to avoid closure.",SCAM,KYC_FRAUD,English,Hinglish Scam Text Dataset
"Aaj bahut thand hai, jacket pehen ke bahar jaana. Sardi ho jayegi.",SAFE,SAFE,Hinglish,Hinglish Scam Text Dataset
You are entitled to a tax refund of $987. Submit your details on the government portal within 7 days.,SCAM,REFUND_SCAM,Hinglish,Hinglish Scam Text Dataset
I have sent you the project files on email. Check and let me know.,SAFE,SAFE,Hinglish,Hinglish Scam Text Dataset
Ghar wale market se milk aur bread la rahe hain. Aur kuch chahiye toh batao.,SAFE,SAFE,Hinglish,Hinglish Scam Text Dataset
"Hello, this is your bank's fraud department. We noticed a large transaction. Confirm your OTP and PIN to reverse it.",SCAM,OTP_FRAUD,English,Hinglish Scam Text Dataset
Mummy ka BP thik hai ab. Doctor ne rest advise kiya hai. Thanks for asking.,SAFE,SAFE,Hinglish,Hinglish Scam Text Dataset
"Your electricity bill payment failed. Verify your bank details to get refund of ₹2,000: energybill-refund.in",SCAM,ELECTRICITY_SCAM,English,Hinglish Scam Text Dataset
"Kartik ne engagement kar liya hai! Shaadi December me hai, sabko invite bheja hai.",SAFE,SAFE,Hinglish,Hinglish Scam Text Dataset
"Tax refund pending: ₹14,780. Income Tax department se link: incometax-refund2026.in - click to claim before deadline.",SCAM,REFUND_SCAM,Hinglish,Hinglish Scam Text Dataset
"Aapki LPG gas subsidy ₹2,500 bank account me nahi ja payi. Bank details update karne ke liye gasupdate.com par jayein.",SCAM,BANK_FRAUD,Hinglish,Hinglish Scam Text Dataset
"Paisa loan chahiye? Bina guarantor, bina documents, 10 minute me loan approval. Apply now on loanfastindia.com - low interest.",SCAM,OTHER_SCAM,English,Hinglish Scam Text Dataset
"We are planning a weekend trip to Lonavala. Contribution per person is ₹2,000. Let me know if you are in.",SAFE,SAFE,English,Hinglish Scam Text Dataset
Flight confirmation: UA 234 departs at 7:40 AM on March 12 from Gate B12.,SAFE,SAFE,English,Hinglish Scam Text Dataset
Payment of ₹500 received from Rahul for dinner. UPI Reference No: 412398765123.,SAFE,SAFE,English,Hinglish Scam Text Dataset
Aapke pass free recharges hain! Data offer ke liye link kholo aur OTP share karo: freerecharge-data.in,SCAM,OTP_FRAUD,Hinglish,Hinglish Scam Text Dataset
Thanks for the birthday wishes! See you all at the party this Saturday.,SAFE,SAFE,Hinglish,Hinglish Scam Text Dataset
Tumhari favourite movie aaj TV par aa rahi hai 9 baje. Miss mat karna.,SAFE,SAFE,Hinglish,Hinglish Scam Text Dataset
"Dear customer, ₹3,500 deducted from your account by mistake. Refund for this is pending - verify account on refund-helpdesk.com.",SCAM,REFUND_SCAM,English,Hinglish Scam Text Dataset
"Work from home - earn $5,000/month. No skills required. Pay $50 for starter kit and training.",SCAM,JOB_SCAM,English,Hinglish Scam Text Dataset
"Your account has been credited with ₹500. To activate the credited amount, click on this phishing link - urgent.",SCAM,OTHER_SCAM,Hinglish,Hinglish Scam Text Dataset
FINAL NOTICE: Your electricity will be disconnected within 24 hours unless you pay the outstanding balance using this link.,SCAM,ELECTRICITY_SCAM,Hinglish,Hinglish Scam Text Dataset
"Sir, humara company ke fund ke liye ₹5 lakh ka loan free me milega. Sirf documents aur registration ₹2,000.",SCAM,OTHER_SCAM,Hinglish,Hinglish Scam Text Dataset
"Dear customer, your HDFC debit card is blocked due to 3 failed PIN attempts. Unblock at hdfcsecure-unlock.com now.",SCAM,BANK_FRAUD,English,Hinglish Scam Text Dataset
Aapko e-commerce me 24k gold coin mila hai lottery me. Shipping charges ₹300 pay karein to receive your gold.,SCAM,LOTTERY_SCAM,Hinglish,Hinglish Scam Text Dataset
Your PayPal account has been limited. Log in to resolve this issue using this official-looking link.,SCAM,OTHER_SCAM,English,Hinglish Scam Text Dataset
"Sir, your electricity bill ₹2,340 is pending. Pay now to avoid disconnection tomorrow. Payment link: billdisconnect.pay-now.in",SCAM,ELECTRICITY_SCAM,Hinglish,Hinglish Scam Text Dataset
Free medical camp me free medicines! Registration ke liye ₹100 processing fee pay karein is UPI par: camp@ybl.,SCAM,UPI_FRAUD,Hinglish,Hinglish Scam Text Dataset
"Aapki monthly electricity bill ₹1,230 ka payment successful hua hai. Thank you for paying on time.",SAFE,SAFE,Hinglish,Hinglish Scam Text Dataset
The meeting is rescheduled to Thursday at 3 PM in the conference room. Please update your calendars.,SAFE,SAFE,Hinglish,Hinglish Scam Text Dataset
"Rohan ke saath cricket match plan ho gaya hai Sunday ko, tu aa ja.",SAFE,SAFE,Hinglish,Hinglish Scam Text Dataset
"You are the lucky winner of our annual draw! Claim your $1,000,000 prize by paying a small processing fee.",SCAM,LOTTERY_SCAM,Hinglish,Hinglish Scam Text Dataset
Pan card update karein warna aapki ITR reject ho jayegi. Government website par click: pancard-update-2026.in,SCAM,KYC_FRAUD,Hinglish,Hinglish Scam Text Dataset
Bill payment reminder: Your mobile recharge of ₹299 will expire tomorrow. Recharge anytime at your convenience.,SAFE,SAFE,English,Hinglish Scam Text Dataset
"Namaste! Aapka PAN card suspend kar diya gaya hai. TDS refund ₹28,000 claim karne ke liye turant link par jayein.",SCAM,KYC_FRAUD,Hinglish,Hinglish Scam Text Dataset
"Kabhi kabhi phone band rakhna bhi chahiye, tension kum hoti hai. Take care.",SAFE,SAFE,Hinglish,Hinglish Scam Text Dataset
URGENT: Your email storage is 98% full. Upgrade now or all messages will be deleted in 48 hours.,SCAM,OTHER_SCAM,English,Hinglish Scam Text Dataset
"Your EMI of ₹8,400 for car loan has been auto-debited successfully.",SAFE,SAFE,English,Hinglish Scam Text Dataset
"URGENT: Your credit card has been used for ₹45,000 at Amazon. If not you, call us on toll free or your card will be charged.",SCAM,OTHER_SCAM,English,Hinglish Scam Text Dataset
"Bank notification: Salary ₹45,000 credited to your account on 01 Aug. Balance: ₹52,300.",SAFE,SAFE,English,Hinglish Scam Text Dataset
Movie tickets lottery - you won 2 free tickets! Fill this form with OTP to confirm: ticketlottery-movie.in,SCAM,OTP_FRAUD,English,Hinglish Scam Text Dataset
Congratulations on your exam results! Hum sab bahut khush hain. Party kal shak ka.,SAFE,SAFE,Hinglish,Hinglish Scam Text Dataset
Your Aadhaar update appointment is confirmed for 15 Aug at 10 AM at the nearest center.,SAFE,SAFE,Hinglish,Hinglish Scam Text Dataset
Your gym membership renewal is due at the end of the month. No action needed if you want to continue.,SAFE,SAFE,Hinglish,Hinglish Scam Text Dataset
"Investment plan: 5% daily returns, guaranteed profit. Minimum ₹5,000. Start now at smartinvest-india.com - only 100 slots left.",SCAM,OTHER_SCAM,English,Hinglish Scam Text Dataset
"Kal se naya syllabus shuru hai, books le lena college se.",SAFE,SAFE,Hinglish,Hinglish Scam Text Dataset
The project deadline is extended by one week. Submit your final drafts by next Monday.,SAFE,SAFE,Hinglish,Hinglish Scam Text Dataset
You have won a free iPhone 15! Click the link to claim your prize: https://prizeclaim-iphone.in before it expires today.,SCAM,PHISHING,Hinglish,Hinglish Scam Text Dataset
New phone charger le lena mera wala kharab ho gaya. Budget ₹500 tak.,SAFE,SAFE,Hinglish,Hinglish Scam Text Dataset
The software update will happen automatically tonight. No action needed from your side.,SAFE,SAFE,Hinglish,Hinglish Scam Text Dataset
"Dear Valued Customer, Your account has been temporarily suspended due to unusual activity. Verify now to restore access.",SCAM,OTHER_SCAM,English,Hinglish Scam Text Dataset
"Your WhatsApp has been hacked! To secure it, share this OTP with our support team immediately.",SCAM,OTP_FRAUD,English,Hinglish Scam Text Dataset
Reminder: Your dentist appointment is tomorrow at 10:30 AM. Call to confirm or reschedule.,SAFE,SAFE,English,Hinglish Scam Text Dataset
"Congratulations! Your mobile number won $500,000 in the Facebook lottery. Send $250 to claim.",SCAM,LOTTERY_SCAM,Hinglish,Hinglish Scam Text Dataset
"Apna new flat address bhej diya hai, parcel deliver hoga wahan par.",SAFE,SAFE,Hinglish,Hinglish Scam Text Dataset
"Cash prize ₹25,000 aapko mila hai. Claim karne ke liye ₹1,000 ke transaction ki details bhejein on this WhatsApp number.",SCAM,OTHER_SCAM,Hinglish,Hinglish Scam Text Dataset
"Train 8:30 par hai, platform 3. Jaldi aana warna miss kar doge.",SAFE,SAFE,Hinglish,Hinglish Scam Text Dataset
Aapka Aadhaar link mobile number 5 din me block ho raha hai. Turant https://aadhaar-kyc-verify.in par verify karein warna benefits band.,SCAM,KYC_FRAUD,Hinglish,Hinglish Scam Text Dataset
Kaise ho? Kal milte hain dinner pe. Hotel ke naam ki details bhejta hoon.,SAFE,SAFE,Hinglish,Hinglish Scam Text Dataset
"Bhai, mujhe kal interview hai, thoda sa practice karne me help kar sakte ho?",SAFE,SAFE,Hinglish,Hinglish Scam Text Dataset
"Hello customer, your FASTag balance is low. Recharge via this link to avoid penalty on highway: fastag-recharge24.in",SCAM,OTHER_SCAM,English,Hinglish Scam Text Dataset
"Didi ne khana banaya hai, aaj raat ghar pe khana hai. Bata dena aate ho ya nahi.",SAFE,SAFE,Hinglish,Hinglish Scam Text Dataset
SBI KYC expires in 24 hours. Update at https://sbi.co.in-update.xyz now or your account will be deactivated permanently.,SCAM,KYC_FRAUD,English,Hinglish Scam Text Dataset
"Sir, meeting aaj 3 baje shift ho gayi hai. Pehle se 2:30 par lunch plan karein.",SAFE,SAFE,Hinglish,Hinglish Scam Text Dataset
Your package could not be delivered. Please reschedule delivery by paying $2.99 delivery fee at this link.,SCAM,OTHER_SCAM,English,Hinglish Scam Text Dataset
"Mummy ko hospital me admit karaya hai, emergency me paise chahiye. Please send ₹20,000 to this account number immediately - your son.",SCAM,OTHER_SCAM,Hinglish,Hinglish Scam Text Dataset
Your Netflix subscription has been suspended due to payment failure. Renew at netflix-reactivation.com or your account will be deleted.,SCAM,OTHER_SCAM,English,Hinglish Scam Text Dataset
"Your son is in trouble with police. Send ₹50,000 immediately to release him. Don't call anyone. Account: HDFC 50200XXXX.",SCAM,IMPERSONATION,Hinglish,Hinglish Scam Text Dataset
"Aaj office se jaldi nikla hoon, traffic kam hai. Ghar 6 baje pahunch jaaunga.",SAFE,SAFE,Hinglish,Hinglish Scam Text Dataset
"Maa ko checkup ke liye 3 din baad le jaana hai, appointment book kar di hai.",SAFE,SAFE,Hinglish,Hinglish Scam Text Dataset
"Hello ji Beta ghar aa gaya hoon, darwaza khol do.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Namaste ma'am Project ka review meeting kal 4 baje hai kya?,SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Ji namaskar Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,SCAM,IMPERSONATION,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Ji namaskar Doctor appointment kal 9 baje hai, fasting rehna.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Special Investigation Team se bol raha hoon. Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",SCAM,KYC_FRAUD,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Madam ek minute Mummy main office pahunch gaya, aaj thoda late ho jaunga.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Hello ma'am Papa train mein baith gaya hoon, safely pahunch jaunga.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Delhi Police se bol raha hoon. Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",SCAM,COURIER_SCAM,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Ji namaskar Ek gang aapke number ka misuse karke gande videos bana raha hai. Turant verify karna hoga.,SCAM,BLACKMAIL,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Ji haan suniye Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",SCAM,KYC_FRAUD,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Police headquarters se bol raha hoon. Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",SCAM,KYC_FRAUD,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Hello sir Papa train mein baith gaya hoon, safely pahunch jaunga.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Ji haan suniye Sir kal subah 10 baje meeting hai, agenda mail kar diya.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Aap sun rahe hain na? Aapke Aadhaar card ka istemal karke fake SIM issue ki gayi hai.,SCAM,DIGITAL_ARREST,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Namaste ma'am Doctor appointment kal 9 baje hai, fasting rehna.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Namaste sir Doctor appointment kal 9 baje hai, fasting rehna.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Hello ma'am Mummy main office pahunch gaya, aaj thoda late ho jaunga.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Hello sir Police verification complete karna zaroori hai.,SCAM,DIGITAL_ARREST,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Hello ji Aapka order deliver ho chuka hai. Feedback de dena.,SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Dhyan se suniye Aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain. Ye cyber crime hai.,SCAM,BLACKMAIL,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
CBI se bol raha hoon. Aapke WhatsApp se ladies ko asleel messages bheje ja rahe hain. Aapko suspect maana ja raha hai.,SCAM,BLACKMAIL,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Ji namaskar Aapke phone se illegal obscene content circulate ho raha hai. Digital arrest ho sakta hai.,SCAM,BLACKMAIL,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Hello ma'am Beta ghar aa gaya hoon, darwaza khol do.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Aap sun rahe hain na? Beta ghar aa gaya hoon, darwaza khol do.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Sir ek minute suniye Doctor appointment kal 9 baje hai, fasting rehna.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Namaste ma'am Aapke khilaaf legal action initiate kiya gaya hai.,SCAM,DIGITAL_ARREST,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Madam ek minute Sir kal subah 10 baje meeting hai, agenda mail kar diya.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Aap sun rahe hain na? Mummy main office pahunch gaya, aaj thoda late ho jaunga.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Ji namaskar Papa train mein baith gaya hoon, safely pahunch jaunga.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
ACP Sharma bol raha hoon. Aapke phone se illegal obscene content circulate ho raha hai. Digital arrest ho sakta hai.,SCAM,BLACKMAIL,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Ji namaskar Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",SCAM,KYC_FRAUD,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Inspector Rajesh Kumar bol raha hoon. Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,SCAM,KYC_FRAUD,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Cyber Crime Department se bol raha hoon. Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,SCAM,LOTTERY_SCAM,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Sir ek minute suniye Cyber Crime Department se bol raha hoon. Aapke number se objectionable content circulate hua hai.,SCAM,DIGITAL_ARREST,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Namaste sir Papa train mein baith gaya hoon, safely pahunch jaunga.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Sir ek minute suniye Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,SCAM,KYC_FRAUD,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
National Cyber Cell se bol raha hoon. Aapki morphed photos viral ho rahi hain. Cyber cell ne case register kar liya hai.,SCAM,BLACKMAIL,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Hello ji Cab 3 minute mein pahunch raha hai.,SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Hello ji Bhai aaj shaam ko milte hain, coffee pe baat karte hain.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Ji namaskar Mummy main office pahunch gaya, aaj thoda late ho jaunga.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Dhyan se suniye Aapke naam par ek criminal complaint register hui hai.,SCAM,DIGITAL_ARREST,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Madam ek minute Aapki morphed photos viral ho rahi hain. Cyber cell ne case register kar liya hai.,SCAM,BLACKMAIL,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Dhyan se suniye Cab 3 minute mein pahunch raha hai.,SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Namaste sir Cab 3 minute mein pahunch raha hai.,SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Sir ek minute suniye Beta ghar aa gaya hoon, darwaza khol do.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Madam ek minute Cyber investigation team ko aapke number se suspicious activity mili hai.,SCAM,DIGITAL_ARREST,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Law enforcement se bol raha hoon. Aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain. Ye cyber crime hai.,SCAM,BLACKMAIL,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Namaste ma'am Mummy main office pahunch gaya, aaj thoda late ho jaunga.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Hello ji Mummy main office pahunch gaya, aaj thoda late ho jaunga.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Delhi Police se bol raha hoon. Aapke number se pornographic material WhatsApp groups mein bheja ja raha hai. FIR ho chuki hai.,SCAM,BLACKMAIL,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Hello sir Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",SCAM,LOTTERY_SCAM,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Ji namaskar School fees ki last date kal hai, payment kar dena.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Hello ma'am Doctor appointment kal 9 baje hai, fasting rehna.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Namaste ma'am National Cyber Cell se bol raha hoon. Verification ke liye cooperate kijiye.,SCAM,DIGITAL_ARREST,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Madam ek minute Aapke Aadhaar card ka istemal karke fake SIM issue ki gayi hai.,SCAM,DIGITAL_ARREST,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Aap sun rahe hain na? Papa train mein baith gaya hoon, safely pahunch jaunga.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Madam ek minute School fees ki last date kal hai, payment kar dena.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
Namaste ma'am Aapka order deliver ho chuka hai. Feedback de dena.,SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Namaste ma'am School fees ki last date kal hai, payment kar dena.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Hello sir Bhai aaj shaam ko milte hain, coffee pe baat karte hain.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
"Ji haan suniye Papa train mein baith gaya hoon, safely pahunch jaunga.",SAFE,SAFE,Hinglish,Indian Cyber Scam PhoneCall Hinglish Dataset
